,ServicingLenderName,ServicingLenderLocationID,LoanNumber,CurrentApprovalAmount,EstimatedLenderProfit,AverageLoanAmount
3471,Skowhegan Savings Bank,29894,40,10960129.66,477037.17,274003.2415
275,BTC Bank,40134,19,10942675.94,304401.19,575930.3126315789
4148,The Pittsfield Co-Operative Bank,89360,35,10932818.76,423415.74,312366.2502857143
4330,USF Federal Credit Union,94777,37,10917151.7,456057.02,295058.15405405406
4078,The Malvern National Bank,4530,37,10912749.18,442489.73,294939.167027027
2568,Magnolia State Bank,19419,32,10891395.0,389389.21,340356.09375
2285,Illini State Bank,22714,16,10873492.65,287624.81,679593.290625
1738,First National Bank of Pasco,110639,33,10873264.08,433687.01,329492.8509090909
3811,The Citizens Bank of Clovis,45756,21,10864287.14,374934.58,517347.0066666667
1488,First American National Bank,39314,19,10861258.22,319931.05,571645.1694736843
1984,Freedom Bank of Southern Missouri,124303,25,10824141.0,345829.63,432965.64
3320,Rogue CU,103700,30,10814571.06,416116.87,360485.702
744,Charlotte State Bank & Trust,111979,40,10803416.41,472756.26,270085.41025
1445,Farmers and Merchants State Bank of Pierz,38741,27,10796008.2,390519.88,399852.15555555554
3686,TS Bank,25541,22,10743084.5,323887.03,488322.0227272727
3875,The Exchange Bank of Alabama,20,28,10730094.03,409857.9,383217.64392857143
1851,First State Bank Southwest,38811,25,10727154.49,356648.42,429086.17960000003
3986,The First National Bank of Milaca,38387,31,10726661.24,397746.69,346021.33032258064
1809,First Southern Bank,88691,17,10722380.0,301097.4,630728.2352941176
2173,Hearthside Bank Corporation,88759,18,10720049.92,313584.31,595558.3288888889
1917,FirstBank,58732,28,10699410.11,406377.37,382121.7896428571
3392,Security Bank USA,36647,38,10663965.0,464716.57,280630.65789473685
2383,KCB Bank,26096,23,10657603.43,333841.63,463374.06217391306
3953,The First National Bank of Eldorado,69838,20,10650979.72,365264.43,532548.986
1801,First Service Bank,4234,38,10642300.0,448441.0,280060.5263157895
1297,F & M Bank,42709,37,10620047.06,442506.93,287028.29891891894
2196,Heritage Bank of the Ozarks,338002,25,10615917.0,347582.33,424636.68
2795,Nevada Bank and Trust Company,42748,21,10599364.0,317820.22,504731.61904761905
556,Brickyard Bank,20534,27,10569789.88,391595.8,391473.6992592593
205,Apex Bank,66850,40,10568356.22,463633.48,264208.9055
3608,State Empl CU,101180,18,10568000.5,324343.8,587111.1388888889
1126,Crossroads Bank,84342,28,10564442.0,393489.48,377301.5
3688,"TXN Bank, National Association",70137,23,10552863.0,385891.39,458820.1304347826
981,Community Bank of Marshall,41103,17,10546389.709999999,275064.28,620375.8652941176
1528,First Bethany Bank & Trust,58768,33,10542249.45,438031.61,319462.1045454545
1457,Fidelity Bank,4845,11,10530424.530000001,275886.72,957311.320909091
1214,Eagle Bank,38125,8,10528212.26,173285.67,1316026.5325
1674,First National Bank,45647,35,10512483.0,443700.15,300356.65714285715
227,Ascent Bank,41941,22,10511310.0,370106.3,477786.8181818182
2845,North Valley Bank,15720,34,10503943.21,441266.35,308939.5061764706
3590,State Bank of Graymont,21466,12,10501051.0,227069.55,875087.5833333334
763,Christian Financial CU,99368,32,10487168.19,425702.78,327724.0059375
3519,Southern Heritage Bank,28326,24,10461085.84,341085.85000000003,435878.57666666666
1190,Dort Financial CU,98847,28,10457094.91,397587.35,373467.67535714287
730,Century Bank of Florida,188903,28,10453710.26,411338.07,373346.795
4232,Tidemark FCU,93820,26,10433941.92,394515.41000000003,401305.4584615385
1180,Dieterich Bank,21209,32,10433676.87,423811.24,326052.4021875
4160,The Riddell National Bank,22967,24,10428508.92,375206.41,434521.205
2863,Northern State Bank,75589,26,10421830.8,322243.72,400839.6461538462
3358,Sandia Laboratory FCU,101173,30,10414695.77,428783.74,347156.5256666666
2367,Jewett City Savings Bank,16193,31,10373781.12,402946.53,334638.1006451613
2434,La Salle State Bank,21636,21,10361900.0,370043.0,493423.8095238095
940,Commercial Bank & Trust of PA,60898,19,10338600.0,310450.0,544136.8421052631
1138,Cyprus FCU,106750,37,10327903.59,442775.6,279132.5294594595
920,Colorado Enterprise Fund,188439,49,10318163.48,515908.18,210574.7648979592
3185,"Presidential Bank, FSB",90667,22,10311103.26,287181.61,468686.5118181818
3102,Phoenixville Federal Bank and Trust,85478,34,10310176.46,433937.09,303240.4841176471
3745,"The Bank & Trust, SSB",69705,35,10300350.11,419208.95,294295.7174285714
3236,RNB State Bank,77223,30,10290614.27,394939.94,343020.47566666664
2817,Newfield National Bank,45091,28,10286618.51,401307.51,367379.2325
1549,First Command Bank,121452,36,10278845.21,425877.28,285523.4780555556
3663,"Superior CU, Inc.",103319,26,10268848.13,332959.97000000003,394955.6973076923
2580,Malaga Bank FSB,90461,31,10266155.0,397125.05,331166.29032258067
3340,"SNB Bank, National Association",59294,33,10257980.75,417533.4,310847.9015151515
514,Better Banks,21241,28,10237222.0,396815.52,365615.0714285714
3790,The Bradford National Bank of Greenville,21471,26,10236253.72,367628.94,393702.06615384616
2364,Jefferson Security Bank,75400,29,10204528.71,387109.82,351880.30034482764
2406,Kentucky Farmers Bank Corporation,26869,27,10204424.629999999,412027.14,377941.6529629629
3841,The Cleveland State Bank,39186,32,10153012.06,419011.06,317281.626875
2120,Grundy Bank,22089,33,10135611.709999999,405717.6,307139.7487878788
4103,The New Washington State Bank,24080,35,10117800.0,415722.0,289080.0
3386,Security Bank,42269,27,10089702.51,408120.75,373692.68555555557
1871,First State Bank of Purdy,41236,16,10076952.0,317588.56,629809.5
3084,Peoples State Bank of Hallettsville,70085,15,10064096.48,264151.81,670939.7653333334
1119,Cross Bank,4860,24,10056976.21,350779.08999999997,419040.6754166667
2595,Marion & Polk Schools CU,103718,32,10052867.15,396990.11,314152.0984375
231,Aspire Bank,52841,32,10047042.0,399036.1,313970.0625
2995,Park View FCU,107326,24,10041300.0,302543.0,418387.5
2464,Langley FCU,107187,22,10041234.0,367454.26,456419.7272727273
3037,Peoples Bank,19567,22,10039961.1,366949.85,456361.86818181816
1456,Fibre FCU,107528,29,10030397.0,382202.51,345875.7586206897
4092,The Murray Bank,124062,31,10020486.13,386359.33999999997,323241.48806451616
1573,First Community Bank of Tennessee,112399,26,10016811.5,388413.01,385261.98076923075
2303,Industry State Bank,70440,20,10015900.0,312795.0,500795.0
1496,First Bank,26459,16,10007896.83,337319.72,625493.551875
3695,Tech CU,96781,27,10001210.91,371873.44,370415.2188888889
2552,MCBank,70037,27,9997668.45,387481.42,370284.01666666666
2357,James Polk Stone Community Bank,45931,26,9997337.42,388564.71,384512.9776923077
1682,First National Bank & Trust Company,21141,18,9997084.43,285865.17,555393.5794444444
3145,Plaquemine Bank & Trust Company,29234,24,9981628.55,316838.64,415901.1895833334
3499,South Ottumwa Savings Bank,25361,29,9965055.0,386567.31,343622.5862068966
3536,Spectra Bank,110473,17,9961155.56,277839.48,585950.3270588235
3843,The Colorado Bank and Trust Company of La Junta,15583,20,9950232.31,300458.22,497511.6155
1869,First State Bank of Odem,71539,24,9949940.36,381315.91,414580.8483333333
2929,Olean Area FCU,108992,25,9948946.74,358357.46,397957.86960000003
4177,The St. Henry Bank,58170,31,9948539.0,400344.49,320920.6129032258
2288,InFirst Bank,77865,32,9947597.0,409039.85,310862.40625
4617,Wyoming Community Bank,123967,19,9945648.0,338435.04,523455.15789473685
449,Bank of the Valley,42075,23,9942361.0,370470.35,432276.5652173913
1993,Freehold Bank,87267,27,9927009.0,388517.45,367667.0
1714,First National Bank of Bosque County,72044,22,9916106.51,309423.57,450732.1140909091
2563,Macon Bank and Trust Company,68797,16,9902159.16,340647.96,618884.9475
2684,"Middlesex Federal Savings, F.A.",79224,38,9881831.85,417647.78,260048.20657894737
389,Bank of Mauston,76284,26,9874629.55,375776.58,379793.44423076924
1409,Farmers State Bank,70074,15,9861291.85,272420.12,657419.4566666667
2207,High Country Bank,83040,37,9855372.5,411026.25,266361.41891891893
2782,Nebraska Bank of Commerce,452248,25,9840507.0,341522.04,393620.28
1404,Farmers State Bank,42012,42,9839300.0,460025.0,234269.04761904763
2871,Northview Bank,38085,28,9827832.95,375084.75,350994.0339285714
3780,The Bank of Southside Virginia,73141,26,9819716.0,370293.96,377681.3846153846
2640,Merchants & Planters Bank,39721,16,9798478.2,327840.06,612404.8875
3501,South Story Bank & Trust,25481,26,9797495.72,388676.84,376826.75846153847
95,Alliance CU,100146,26,9789266.0,341093.48,376510.23076923075
1231,Eaton Community Bank,84362,14,9786876.68,280956.11,699062.62
1588,First FarmBank,446010,34,9778804.0,396660.64,287611.8823529412
4053,The Hocking Valley Bank,53270,25,9758684.88,388585.71,390347.3952
675,Catskill Hudson Bank,118890,27,9755176.0,352325.48,361302.81481481483
436,Bank of Yazoo City,40078,24,9740440.209999999,356040.58,405851.6754166666
4416,Upper Peninsula State Bank,34514,22,9725200.0,350958.0,442054.54545454547
611,CS Bank,4277,26,9720198.52,359818.92,373853.7892307692
180,American State Bank,25350,19,9720100.0,344349.0,511584.2105263158
4207,The Union State Bank of Everest,25832,32,9707047.0,401342.35,303345.21875
1205,EECU,105928,38,9697581.45,425969.46,255199.51184210525
1622,First Financial Bank,3372,37,9693630.67,434148.33,261990.0181081081
60,Addition Financial CU,94548,36,9682435.95,432042.49,268956.55416666664
3585,State Bank of Davis,21176,26,9681838.0,356413.48,372378.3846153846
2324,International Bank of Commerce,72203,19,9655000.0,340182.0,508157.8947368421
1716,First National Bank of Burleson,69131,33,9652600.0,397970.0,292503.0303030303
1219,Earlham Savings Bank,24949,39,9620054.84,448676.21,246668.0728205128
3985,The First National Bank of Middle Tennessee,67227,27,9611203.959999999,368838.12,355970.517037037
3428,Security State Bank of Oklahoma,59511,24,9600465.15,313896.96,400019.38125000003
2742,Mountain Valley Bank,15766,20,9596940.31,335878.77,479847.01550000004
1373,Farmers Bank,249157,16,9578916.12,321306.34,598682.2575
22,1st United Bank,88765,23,9572319.47,343688.88,416187.8030434783
430,"Bank of Whittier, National Association",14973,22,9569789.0,320096.07,434990.4090909091
159,American First National Bank,122640,40,9565731.0,454604.55,239143.275
3065,Peoples Bank of the South,67138,18,9548331.59,280384.33999999997,530462.8661111111
3998,The First National Bank of River Falls,76748,29,9547182.54,374120.86,329213.19103448273
2475,Lee County Bank,25016,22,9534893.959999999,342733.31,433404.2709090909
98,Alliant Bank,41091,22,9526493.790000001,356867.32,433022.44500000007
310,Bank of Belle Glade,16912,17,9515470.0,280371.76,559733.5294117647
2408,Key Community Bank,122749,27,9513156.0,325751.04,352339.1111111111
900,CoVantage CU,107972,32,9494812.0,404794.58,296712.875
4208,The Upstate National Bank,47362,24,9471161.27,337940.92,394631.7195833333
1974,Franklin Savings Bank,29665,32,9439386.76,376474.28,294980.83625
4167,The Savings Bank,54689,27,9416310.3,370771.86,348752.23333333334
1665,First Missouri State Bank of Cape County,441681,24,9406755.91,289573.88,391948.16291666665
911,Coffee County Bank,67195,21,9397306.9,330763.31,447490.80476190476
3820,The Citizens National Bank of Hillsboro,70130,16,9371806.9,239919.85,585737.93125
4137,The Peoples Bank Co,56343,30,9359153.0,373273.29,311971.76666666666
1541,First Citizens Bank,2084,21,9354249.51,287151.48,445440.45285714284
2674,Mid-Atlantic FCU,98202,30,9318637.22,348630.99,310621.2406666667
1874,First State Bank of San Diego,71857,23,9308636.77,368885.14,404723.33782608696
992,"Community Bank of Wichita, Inc",124014,30,9298852.46,371328.63,309961.7486666667
128,American Bank,28188,31,9298632.58,375289.96,299955.8896774194
2110,Greenville Federal,78116,25,9298325.0,355653.96,371933.0
3591,State Bank of Herscher,21517,20,9244362.79,350615.75,462218.13949999993
1417,Farmers State Bank of Hamel,38204,22,9238292.0,336500.29,419922.36363636365
4190,The State Exchange Bank,59029,24,9238135.0,341022.85,384922.2916666667
4245,Tompkins State Bank,20297,29,9229795.0,368559.67,318268.7931034483
2513,"LiftFund, Inc.",224512,43,9214498.35,452824.92,214290.65930232557
1546,First Citizens State Bank,77015,18,9202100.0,320273.0,511227.77777777775
1939,Fleetwood Bank,60184,32,9194099.07,376651.52999999997,287315.5959375
1560,First Community Bank,42072,23,9155869.18,287446.58,398081.26869565214
2539,Louisiana National Bank,28037,27,9149294.98,367046.55,338862.77703703707
787,Citizens Bank & Trust Company,26851,24,9132218.07,343088.29,380509.08625
4531,West Alabama Bank & Trust,3217,25,9118559.08,350340.96,364742.3632
4449,Verity CU,107621,23,9109575.85,289607.72,396068.5152173913
3193,PrimeWay FCU,106097,25,9106309.0,305889.86,364252.36
2229,"Home Bank, SB",84421,31,9071179.32,396391.09,292618.6877419355
4014,The First State Bank,26218,21,9055823.53,292837.45,431229.6919047619
147,"American Commerce Bank, National Association",398147,36,9048149.7,412457.49,251337.49166666664
405,Bank of Pensacola,17563,29,9015158.11,366729.89,310867.52103448275
3324,Rondout Savings Bank,47354,26,9013500.0,348453.0,346673.07692307694
3069,Peoples Exchange Bank,26796,31,9007321.3,374056.76,290558.75161290326
3027,Pennian Bank,61063,29,8988138.83,373703.97,309935.82172413793
1118,Crews Bank & Trust,16900,17,8985435.5,255848.14,528555.0294117647
4143,"The Peoples State Bank of Newton, Illinois",22170,20,8981991.93,336766.0,449099.5965
3680,"TIAA Bank, A Division of TIAA FSB",123344,16,8975572.42,306051.08,560973.27625
3743,The Bank,26221,14,8969587.22,289541.62,640684.8014285715
2139,HNB First Bank,2036,34,8964321.0,379924.69,263656.5
38,AG CREDIT ACA,528997,12,8958125.27,226511.01,746510.4391666666
94,Alliance Bank Central Texas,70518,28,8946207.96,353049.49,319507.42714285717
3992,The First National Bank of Oneida,68749,13,8943841.51,301963.97000000003,687987.8084615384
2988,Pan American Bank & Trust,119783,13,8930057.72,286447.43,686927.5169230769
3293,River City Bank,441150,30,8907377.66,380766.72,296912.58866666665
1831,First State Bank,59322,21,8903851.0,324833.01,423992.90476190473
2039,Georgia Community Bank,124273,28,8868765.96,358665.19,316741.6414285715
2710,MinnStar Bank National Association,38295,25,8844126.66,353183.54,353765.0664
799,Citizens Bank of Chatsworth,20474,24,8839425.3,351781.31,368309.3875
2596,Marion Bank and Trust Company,2087,27,8811546.65,348475.73,326353.5796296296
4043,The Gunnison Bank and Trust Company,15562,34,8796904.7,403717.36,258732.49117647056
1841,First State Bank,71887,23,8790224.2,326641.34,382183.6608695652
893,Clearview FCU,103879,16,8784083.12,291503.14,549005.195
3749,The Bank of Beaver City,58764,14,8752903.0,286950.09,625207.3571428572
1429,Farmers and Merchants Bank,3189,23,8741707.95,322876.18,380074.2586956521
3473,SkyOne FCU,91905,34,8732354.72,379518.41000000003,256833.9623529412
4100,The National Grand Bank of Marblehead,33041,31,8721341.0,362313.05,281333.5806451613
2044,Germantown Trust & Savings Bank,21431,26,8711904.7,324796.2,335073.25769230764
2546,Luzerne Bank,60998,28,8707728.02,354520.89,310990.2864285714
773,Citizens Bank,39191,27,8706746.63,319124.05,322472.0974074074
345,Bank of Dudley,19414,24,8672784.76,275485.44,361366.0316666667
2424,KodaBank,52716,20,8647588.91,270380.61,432379.44550000003
1693,First National Bank and Trust,26342,17,8635455.0,288847.45,507967.9411764706
232,Assemblies of God CU,100168,24,8632825.32,333023.46,359701.055
3878,The FNB Community Bank,22759,27,8627238.99,352922.06,319527.37
1728,First National Bank of Huntsville,70435,29,8622742.5,356187.69,297335.9482758621
3932,The First National Bank of Allendale,20203,12,8602540.22,210672.51,716878.3516666667
754,Cherokee State Bank,24759,21,8598240.0,315388.04,409440.0
855,Citizens State Bank Norwood Young America,38711,30,8596753.42,361011.35,286558.4473333333
32,ABNB FCU,107222,20,8595598.61,321726.08,429779.93049999996
1204,E-Central CU,92949,19,8594195.6,276950.08,452326.0842105263
3816,The Citizens Bank of Weston,75433,28,8566231.55,355877.51,305936.8410714286
4196,The Stock Exchange Bank,59515,24,8565295.0,336633.55,356887.2916666667
3796,The Campbell & Fetter Bank,23792,22,8560124.0,320355.14,389096.54545454547
3994,The First National Bank of Pandora,58022,28,8544739.45,352609.87,305169.26607142854
1108,Crawford County Trust & Savings Bank,24838,22,8534708.0,310329.4,387941.2727272727
2831,North Brookfield Savings Bank,33189,28,8531304.9,337615.84,304689.4607142857
478,Banner Capital Bank,42213,24,8529605.19,333902.05,355400.21625
960,Community 1st CU,96901,16,8516800.0,213264.0,532300.0
2549,MA Bank,41090,16,8513845.58,246369.44,532115.34875
1325,FNBT Bank,17104,31,8512967.14,379655.11,274611.8432258065
3887,The Farmers Bank of Appomattox,73072,16,8494540.85,252302.74,530908.803125
4093,The Napoleon State Bank,24041,32,8490362.45,367158.67,265323.8265625
